,Job Title,Rating,Size,Type of ownership,Industry,Revenue,Competitors,Salary_min,Salary_max
1422,Senior Data Analyst,3.5, 500 , Private,Consulting, 25 M ,-1,44,82 
1423,Financial Data Analyst,2.6, 200 , Private,Consumer Product Rental,Unknown / Non-Applicable,-1,44,82 
1424,Data Conversion Analyst,-1.0,-1,Other,-1,-1,-1,44,82 
1425,Behavorial Health Data Analyst,3.5, 200 ,Other,-1,Unknown / Non-Applicable,-1,44,82 
1426,Data Analyst Lead - EM & Data,4.0, 50 , Private,Accounting,Less than 1 M ,-1,44,82 
1427,Senior Data Analyst,3.4, 5000 , Private,Lending,Unknown / Non-Applicable,-1,44,82 
1428,Sr. Data Analyst - Healthcare Claims,4.2, 50 , Private,Consulting, 100 M ,-1,44,82 
1429,Sr. Enterprise BI Data Analyst,3.0, 10000 ,Other,Health Care Products Manufacturing, 2 B ,"Orthofix, Stryker",48,88 
1430,Data/Business Solutions Analyst - Jr,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,48,88 
1431,System Analyst(Big Data/Hadoop),4.0, 50 ,Other,IT Services,Unknown / Non-Applicable,-1,48,88 
1432,Pricing Data Analyst,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,48,88 
1433,Data Management Analyst,3.2, 5000 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,48,88 
1434,Application Vulnerability Governance Lead Data Analyst,3.7,10000 , Public,Investment Banking & Asset Management,10 B ,-1,48,88 
1435,SAP Data Analyst (Contract),4.0, 50 , Private,Staffing & Outsourcing, 5 M ,-1,48,88 
1436,LAWSON LANDMARK DATA EXTRACT ANALYST,3.5,Unknown, Private,-1,Unknown / Non-Applicable,-1,48,88 
1437,Business Analytics Analyst II (Data Concierge),4.2, 5000 ,Other,Colleges & Universities, 500 M ,-1,48,88 
1438,Data Science Sr. Analyst,4.5, 50 , Private,-1,Less than 1 M ,-1,48,88 
1439,Data Analyst -0517 Suv,3.8, 50 , Private,"Health, Beauty, & Fitness",Less than 1 M ,-1,48,88 
1440,Network Data Analyst,4.3, 50 ,Other,IT Services, 5 M ,-1,48,88 
1441,Technical Data Analyst Accounting,3.7, 200 , Private,Staffing & Outsourcing, 100 M ,"Artech Information Systems, Mindlance, Tech Mahindra",48,88 
1442,Data Analyst: II (Intermediate),4.4, 50 , Public,IT Services,Less than 1 M ,-1,48,88 
1443,Senior Enterprise Data Management Analyst,3.1,10000 , Private,Electrical & Electronic Manufacturing, 5 B ,-1,48,88 
1444,Data Quality Analyst,3.2, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,48,88 
1445,Data Analyst - IT Administrator,3.3, 200 , Private,IT Services, 25 M ,-1,48,88 
1446,Senior Data Analyst,2.8, 500 , Private,Convenience Stores & Truck Stops, 500 M ,-1,48,88 
1447,Data Analyst Lead - Air/Technical Operations,4.0, 50 , Private,Accounting,Less than 1 M ,-1,48,88 
1448,"Analyst, Client Data II",3.4, 10000 , Private,Advertising & Marketing, 1 B ,"Marketing Werks, GMR Marketing, Anderson Merchandisers",48,88 
1449,DATA ENGINEER / DATA ANALYST,3.9, 1000 , Private,IT Services, 500 M ,-1,48,88 
1450,Jr. Data Warehouse Systems Analyst,3.2, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,48,88 
1451,"Data Management Analyst in Plano, TX at Community Hospital Corporation",3.5, 500 ,Other,Health Care Services & Hospitals, 50 M ,-1,48,88 
1452,QA Automation Analyst with Big data technology,3.4, 50 , Private,Advertising & Marketing, 5 M ,-1,48,88 
1453,Data Analyst Lead - Commercial,4.0, 50 , Private,Accounting,Less than 1 M ,-1,48,88 
1454,Senior Data Analyst - Property Operations,4.3, 1000 , Private,Real Estate,Unknown / Non-Applicable,"Alliance Residential, Wood Partners, Trammell Crow Residential",48,88 
1455,Sr Data Management Analyst,3.5, 5000 , Private,Staffing & Outsourcing, 5 B ,-1,48,88 
1456,Senior Data Quality Analyst,3.2,10000 , Private,Transportation Management, 10 B ,-1,44,78 
1457,Lead Data Analyst,3.6,10000 , Public,Logistics & Supply Chain, 5 B ,-1,44,78 
1458,Data Analyst Lead (Customer and Reservations),4.0, 50 , Private,Accounting,Less than 1 M ,-1,44,78 
1459,Data Analyst - Senior,-1.0,-1,Other,-1,-1,-1,44,78 
1460,Senior Data Risk Analyst,3.9, 50 , Private,Staffing & Outsourcing, 25 M ,-1,44,78 
1461,Data/Business Operations Analyst,-1.0,-1,Other,-1,-1,-1,44,78 
1462,Data Analyst - Sr,3.8, 5000 ,Other,Staffing & Outsourcing, 5 B ,"TEKsystems, Insight Global, Accenture",44,78 
1463,Data Analyst - Senior,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,44,78 
1464,Digital S/W Eng Lead Analyst (Big data with SAS and PySpark background),4.5, 50 , Private,Enterprise Software & Network Solutions, 5 M ,-1,44,78 
1465,Senior QC Analyst: Data Integrity SME,-1.0,-1,Other,-1,-1,-1,44,78 
1466,"Senior Data Analyst, Internal Audit",2.9,10000 , Public,Lending,Unknown / Non-Applicable,"Avant, LendingClub, Prosper.com",44,78 
1467,Analyst/Developer (Data Warehouse) III,4.1, 200 , Private,Computer Hardware & Software, 50 M ,-1,44,78 
1468,Data Analyst,4.5, 200 , Private,Staffing & Outsourcing, 50 M ,-1,110,190 
1469,Senior HR Data Analyst,4.6,10000 , Public,Computer Hardware & Software, 10 B ,-1,110,190 
1470,Sr. Data Analyst - Growth & Adoption,3.9, 5000 , Private,Enterprise Software & Network Solutions, 500 M ,"AIR Worldwide, EQECAT, Verisk Analytics",110,190 
1471,Data Analyst,4.0, 200 , Private,Enterprise Software & Network Solutions, 25 M ,-1,110,190 
1472,"Data Analyst, Product Insights",3.3, 5000 , Public,Enterprise Software & Network Solutions, 500 M ,-1,110,190 
1473,Senior Data Analyst,3.1, 200 ,Other,Sports & Recreation, 500 M ,-1,110,190 
1474,Data and User Acceptance Test Analyst,3.4, 10000 , Public,Staffing & Outsourcing, 10 B ,"Adecco, ManpowerGroup, Allegis Corporation",110,190 
1475,Data Analyst,3.4,10000 , Public,Transportation Equipment Manufacturing, 5 B ,"Audi, BMW, Mercedes-Benz International",110,190 
1476,Data Analyst,3.5,10000 , Public,IT Services,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",110,190 
1477,Data Analyst,3.8, 1000 , Private,IT Services, 100 M ,-1,110,190 
1478,Data Analyst,4.0, 500 , Private,Accounting, 50 M ,-1,110,190 
1479,Data Analyst,-1.0,-1,Other,-1,-1,-1,110,190 
1480,Marketing Data Analyst,3.9, 200 , Private,IT Services,Unknown / Non-Applicable,-1,110,190 
1481,Tableau Data Analyst Intern,4.0, 50 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,110,190 
1482,Data Analyst I,3.6, 5000 , Private,Staffing & Outsourcing, 500 M ,Experis,110,190 
1483,Data Analyst,3.8, 1000 , Private,-1,Unknown / Non-Applicable,-1,110,190 
1484,AI Insights Data Analyst,5.0, 200 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,-1,110,190 
1485,"Data Analyst (SQL, Hive)",4.4, 50 , Private,IT Services,Unknown / Non-Applicable,"TEKsystems, Kforce, Milestone Technologies",110,190 
1486,"Data Analyst, Autonomy Operations",4.4, 500 , Private,Computer Hardware & Software,Unknown / Non-Applicable,-1,110,190 
1487,Data Analyst I,3.9, 1000 , Private,IT Services, 100 M ,"TEKsystems, Collabera, Artech Information Systems",110,190 
1488,Data Analyst,3.7, 5000 ,Other,Staffing & Outsourcing,Unknown / Non-Applicable,-1,110,190 
1489,Data Analyst,4.1, 5000 , Private,IT Services, 10 M ,-1,110,190 
1490,Data Analyst,4.0, 200 , Private,Health Care Services & Hospitals, 10 M ,-1,110,190 
1491,Data Analyst,3.1, 500 , Private,IT Services, 50 M ,-1,110,190 
1492,Senior Data Analyst Studio Finance Engineering,3.9, 5000 , Public,Internet, 10 B ,-1,110,190 
1493,Data Analyst with Data Mapping and API,-1.0,-1,Other,-1,-1,-1,110,190 
1494,Data Analyst,3.9, 50 , Private,Consulting, 5 M ,-1,110,190 
1495,Data Analyst,3.6, 5000 , Private,Staffing & Outsourcing, 500 M ,Experis,110,190 
1496,Data Analyst,3.9, 1000 , Private,IT Services, 500 M ,-1,110,190 
1497,Data Analyst,4.4, 200 , Private,IT Services,Unknown / Non-Applicable,-1,89,151 
1498,Senior Data Analyst - Studio Finance Engineering,3.9, 5000 , Public,Internet, 10 B ,-1,89,151 
1499,Data Analyst,5.0, 50 , Private,Staffing & Outsourcing, 5 M ,-1,89,151 
1500,"Apple Media Products (AMP) - Big Data Analyst, Analytics Engineering",4.1,10000 , Public,Computer Hardware & Software,10 B ,"Google, Microsoft, Samsung Electronics",89,151 
1501,Data Analyst,3.8, 10000 , Private,Staffing & Outsourcing, 500 M ,-1,89,151 
1502,Data Analyst,3.8, 1000 , Public,Electrical & Electronic Manufacturing, 500 M ,"STMicroelectronics, Fairchild Semiconductor, Infineon Technologies",89,151 
1503,Business Data Analyst,3.7, 200 , Private,Advertising & Marketing, 5 M ,-1,89,151 
1504,Data Analyst,4.0, 1000 , Public,Staffing & Outsourcing, 25 M ,-1,89,151 
1505,Data Analyst,4.1,10000 , Private,IT Services, 1 B ,"Kforce, Insight Global, Volt Consulting Group",89,151 
1506,Data Analyst,4.0, 50 , Private,Accounting,Less than 1 M ,-1,89,151 
1507,Data Analyst II,3.9, 200 , Private,IT Services, 50 M ,"Insight Global, Pyramid Consulting, MATRIX Resources",89,151 
1508,Data Analyst,4.5, 50 , Private,Enterprise Software & Network Solutions, 5 M ,-1,89,151 
1509,Data Analyst,2.4, 50 , Private,"Health, Beauty, & Fitness",Unknown / Non-Applicable,-1,89,151 
1510,Finance & Accounting Data Analyst,4.8, 500 , Private,Internet, 500 M ,-1,89,151 
1511,Data Analyst,3.9, 10000 , Private,Staffing & Outsourcing, 1 B ,-1,89,151 
1512,Business Data Analyst,4.1, 5000 , Private,IT Services, 10 M ,-1,89,151 
1513,Data Analyst,4.0, 500 , Private,IT Services, 50 M ,-1,89,151 
1514,Junior Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,89,151 
1515,Data analyst,-1.0,-1,Other,-1,-1,-1,89,151 
1516,Data Analyst,-1.0,-1,Other,-1,-1,-1,89,151 
1517,Financial Data Analyst,4.1,10000 , Public,Computer Hardware & Software,10 B ,"Google, Microsoft, Samsung Electronics",89,151 
1518,Sr. Data Scientist/Analyst,4.1,10000 , Public,Computer Hardware & Software,10 B ,"Google, Microsoft, Samsung Electronics",89,151 
1519,Data Quality Analyst,4.5, 500 , Private,Internet,Unknown / Non-Applicable,-1,89,151 
1520,Data Analyst Intern,4.6,10000 , Public,Computer Hardware & Software,10 B ,"Salesforce, Oracle, Microsoft",89,151 
1521,Data Analyst I (German),3.2, 5000 , Private,IT Services,Unknown / Non-Applicable,"Mindtree, Happiest Minds Technologies, Altran Americas",89,151 
1522,Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,89,151 
1523,Data Analyst,4.1, 500 , Private,-1, 25 M ,-1,89,151 
1524,Biomedical Data Analyst I - Temporary,4.0, 5000 , Public,Health Care Services & Hospitals, 500 M ,-1,89,151 
1525,Data Analyst 2,4.3,10000 ,Other,Colleges & Universities,10 B ,-1,69,127 
1526,Supply Chain Data Analyst,4.4, 50 , Private,IT Services, 5 M ,-1,69,127 
1527,Research & Data Analyst Lead,3.3, 10000 , Public,Publishing, 2 B ,-1,69,127 
1528,Advance Data Analyst,4.1, 10000 , Public,Computer Hardware & Software, 2 B ,"Mentor Graphics, Synopsys",69,127 
1529,Data Analyst,4.5, 200 , Private,IT Services,Unknown / Non-Applicable,-1,69,127 
1530,Maps Evaluation Data Analyst,4.1,10000 , Public,Computer Hardware & Software,10 B ,"Google, Microsoft, Samsung Electronics",69,127 
1531,Data Analyst,-1.0,-1,Other,-1,-1,-1,69,127 
1532,Financial Data Analyst,4.7, 1000 , Private,Brokerage Services,Unknown / Non-Applicable,-1,69,127 
1533,Bioinformatician/Research Data Analyst 1,4.2, 10000 ,Other,Colleges & Universities,Unknown / Non-Applicable,-1,69,127 
1534,Data Analyst,4.0, 200 , Private,-1,Unknown / Non-Applicable,-1,69,127 
1535,Data Analyst,-1.0, 200 , Private,-1,Unknown / Non-Applicable,-1,69,127 
1536,Data Engineering/Analyst- Apple Cloud Services,4.1,10000 , Public,Computer Hardware & Software,10 B ,"Google, Microsoft, Samsung Electronics",69,127 
1537,Data Analyst,4.2, 500 ,Other,Staffing & Outsourcing, 500 M ,-1,69,127 
1538,Technical Data Analyst,4.8, 50 , Private,Computer Hardware & Software,Unknown / Non-Applicable,-1,69,127 
1539,Data Analyst 1,4.1, 200 , Private,Computer Hardware & Software, 50 M ,-1,69,127 
1540,Data Quality Analyst,3.9, 1000 , Private,IT Services, 100 M ,"TEKsystems, Collabera, Artech Information Systems",69,127 
1541,Data Privacy Analyst/ Program Manager I,-1.0,-1,Other,-1,-1,-1,69,127 
1542,Data Analyst,3.7, 5000 , Private,Staffing & Outsourcing, 500 M ,"TEKsystems, Artech Information Systems, PDS Tech",69,127 
1543,Data Analyst- German Fluency,3.5, 200 ,Other,Staffing & Outsourcing, 25 M ,-1,69,127 
1544,HR Data Analyst (Workday EIB),4.1, 500 , Private,-1, 25 M ,-1,69,127 
1545,Data Analyst lll,3.2, 5000 , Private,IT Services, 500 M ,"World Wide Technology, Astreya Partners, Taos",69,127 
1546,Bioinformatician-Research Data Analyst 1,4.2, 10000 ,Other,Colleges & Universities,Unknown / Non-Applicable,-1,69,127 
1547,Data Analyst,3.5,10000 , Public,Staffing & Outsourcing, 5 B ,"Adecco, Manpower",69,127 
1548,Data Analyst/Technical Product Owner,3.8, 5000 , Private,IT Services, 500 M ,-1,69,127 
1549,Sr. Data Warehouse Analyst,3.9,10000 , Public,Biotech & Pharmaceuticals,10 B ,"Amgen, Baxter, Bristol Myers Squibb",69,127 
1550,Master Data Analyst,4.7, 200 , Private,IT Services,Unknown / Non-Applicable,"Optimal Solutions Integration, Capgemini",69,127 
1551,Market Data Analyst - Global Securities Master (GSM),3.3, 200 , Private,IT Services, 25 M ,-1,69,127 
1552,Technical Business or Data Analyst,4.4, 200 , Private,IT Services,Unknown / Non-Applicable,-1,69,127 
1553,Senior BI and Data Analyst,4.1,10000 , Public,Computer Hardware & Software,10 B ,"Google, Microsoft, Samsung Electronics",69,127 
1554,Sr. Data Analyst,4.4, 200 , Private,IT Services,Unknown / Non-Applicable,"TEKsystems, Akraya, Intelliswift",69,127 
1555,"Senior Data Analytics Analyst, Revenue",4.8, 5000 , Public,IT Services,Unknown / Non-Applicable,-1,51,93 
1556,Senior Data Analyst,3.1, 5000 , Private,Consumer Electronics & Appliances Stores,Unknown / Non-Applicable,"Amazon, Best Buy, Apple",51,93 
1557,"Senior Business/Data Analyst - WW Sales Finance Process, Analytics, and Reporting",4.1,10000 , Public,Computer Hardware & Software,10 B ,"Google, Microsoft, Samsung Electronics",51,93 
1558,Data Analyst II,3.8, 5000 ,Other,Staffing & Outsourcing, 5 B ,"TEKsystems, Insight Global, Accenture",51,93 
1559,Advance Data Analyst HSV Materials Customer Support fs),4.1, 10000 , Public,Computer Hardware & Software, 2 B ,"Mentor Graphics, Synopsys",51,93 
1560,Software Test Engineer - Data Analyst,3.6, 500 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,51,93 
1561,Data Analyst Mentor,4.4, 50 , Private,-1,Unknown / Non-Applicable,-1,51,93 
1562,Data Warehouse Analyst,3.9,10000 , Public,Biotech & Pharmaceuticals,10 B ,"Amgen, Baxter, Bristol Myers Squibb",51,93 
1563,Data and User Acceptance Testing Analyst,3.7, 50 , Private,Advertising & Marketing, 5 M ,-1,51,93 
1564,Senior Data Analyst,3.9,10000 , Public,Internet,10 B ,"Google, Microsoft, Walmart",51,93 
1565,Data Analyst,-1.0,-1,Other,-1,-1,-1,51,93 
1566,Data Analyst-Senior Data Analyst,-1.0, 200 , Public,-1,Unknown / Non-Applicable,-1,51,93 
1567,Documentation/Data Analyst,4.3, 50 , Private,Accounting, 25 M ,-1,51,93 
1568,SQL Data Analyst,4.0, 50 , Private,Accounting,Less than 1 M ,-1,51,93 
1569,Data Analyst Tableau/Power BI,4.4, 500 , Private,IT Services, 25 M ,-1,51,93 
1570,"Business Analyst - MDM, Data Governance",3.4, 200 , Private,Architectural & Engineering Services, 25 M ,-1,51,93 
1571,Senior Data Analyst (Remote OK),3.9, 200 , Private,Health Care Services & Hospitals, 50 M ,-1,51,93 
1572,SAP Materials Master Data Analyst - Temp,3.1, 500 , Private,Industrial Manufacturing,Unknown / Non-Applicable,"Skytron, STERIS, Hill-Rom",51,93 
1573,"Senior Data Analyst, People Analytics",4.1, 5000 , Public,Enterprise Software & Network Solutions, 2 B ,-1,51,93 
1574,Workday EIB Data Analyst,4.1, 500 , Private,-1, 25 M ,-1,51,93 
1575,Senior Data Analyst (Product Analytics),4.8, 500 , Private,Colleges & Universities,Unknown / Non-Applicable,"Chegg, StudyBlue",51,93 
1576,Senior Data Analyst,4.4, 200 , Private,IT Services,Unknown / Non-Applicable,"TEKsystems, Akraya, Intelliswift",51,93 
1577,Data Analyst - Bilingual English and Italian,3.3, 1000 , Private,Consulting, 1 B ,-1,51,93 
1578,Senior Business Data Analyst,4.4, 10000 , Public,Computer Hardware & Software, 5 B ,"Square, PayPal, H&R Block",51,93 
1579,Master Data Management Analyst,3.9,10000 ,Other,Health Care Services & Hospitals, 5 B ,"Sutter Health, UCSF Medical Center and UCSF Benioff Children’s Hospitals, Kaiser Permanente",51,93 
1580,Sr. HR Data Analyst,3.3, 5000 , Private,Biotech & Pharmaceuticals, 1 B ,-1,51,93 
1581,Lead Data Analyst,3.9, 50 , Private,Consulting, 5 M ,-1,51,93 
1582,Data Analyst - Bilingual English and Norwegian,3.3, 1000 , Private,Consulting, 1 B ,-1,51,93 
1583,Data and User Acceptance Test Analyst,3.4, 1000 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,51,93 
1584,Data and User Acceptance Test Analyst,3.4, 10000 , Public,Staffing & Outsourcing, 10 B ,"Adecco, ManpowerGroup, Allegis Corporation",58,93 
1585,Sr Consulting Data Analyst,4.0,10000 ,Other,Health Care Services & Hospitals,10 B ,"HCA Healthcare, Dignity Health, Sutter Health",58,93 
1586,Data Quality Analyst - Spanish,4.5, 500 , Private,Internet,Unknown / Non-Applicable,-1,58,93 
1587,Sr. Data Analyst,3.7, 1000 , Private,Enterprise Software & Network Solutions, 100 M ,-1,58,93 
1588,Regulatory Data Analyst,-1.0, 50 , Private,Advertising & Marketing,Unknown / Non-Applicable,-1,58,93 
1589,"Sr. BI Business Analyst/Data Visualization Expert Initial Remote position at San Jose, CA for an year long proect.",3.5, 200 , Private,IT Services, 25 M ,-1,58,93 
1590,Senior Data Analyst,-1.0,-1,Other,-1,-1,-1,58,93 
1591,Sr Data Analyst,3.7, 5000 , Public,Insurance Agencies & Brokerages, 500 M ,"InsWeb, Insure.com, Answer Financial",58,93 
1592,Bioinformatics Data Analyst,2.2, 50 , Private,Biotech & Pharmaceuticals, 5 M ,-1,58,93 
1593,Lead Data Analyst,3.7, 1000 , Private,Enterprise Software & Network Solutions, 100 M ,-1,58,93 
1594,Data warehouse Business Systems Analyst,-1.0,Unknown, Private,-1,Unknown / Non-Applicable,-1,58,93 
1595,Data Analyst - Redwood City via Company Shuttle!,3.7, 500 , Public,Staffing & Outsourcing,Unknown / Non-Applicable,"Aquent, 24 Seven Talent",58,93 
1596,SAP Materials Master Data Analyst (Temp),3.1, 500 , Private,Industrial Manufacturing,Unknown / Non-Applicable,"Skytron, STERIS, Hill-Rom",58,93 
1597,RM - Data Maintenance Analyst,3.7, 200 , Private,Staffing & Outsourcing, 100 M ,"Artech Information Systems, Mindlance, Tech Mahindra",58,93 
1598,Data Analyst with Teradata Exp,4.0, 200 , Private,Computer Hardware & Software, 10 M ,-1,58,93 
1599,Data Steward | Analyst,-1.0,-1,Other,-1,-1,-1,58,93 
1600,Data Analyst (Fluent in German),3.7, 500 , Public,Staffing & Outsourcing,Unknown / Non-Applicable,"Aquent, 24 Seven Talent",58,93 
1601,Data Analyst Junior,5.0, 200 , Private,IT Services, 100 M ,-1,58,93 
1602,"Sr. Analyst, Data Governance",4.5,10000 , Public,Computer Hardware & Software, 5 B ,"Palo Alto Networks, FireEye, Juniper Networks",58,93 
1603,Data Analyst - MPK,3.9, 200 , Private,IT Services, 50 M ,"Insight Global, Pyramid Consulting, MATRIX Resources",58,93 
1604,"Senior Market Research Analyst, Data Insights",4.1,10000 , Public,Computer Hardware & Software,10 B ,"Google, Microsoft, Samsung Electronics",58,93 
1605,Data Analyst - Bilingual English and Danish,3.3, 1000 , Private,Consulting, 1 B ,-1,58,93 
1606,Lead Data Analyst,4.0, 50 , Private,IT Services, 25 M ,-1,58,93 
1607,Jr. Software Data/Operations Analyst Opportunity MTV,3.5, 500 , Private,Consulting, 50 M ,"Lionbridge, SDL, TransPerfect",58,93 
1608,"Senior Global Data Analyst, People Operations",4.4,10000 , Public,Internet,10 B ,"Microsoft, Apple, Facebook",58,93 
1609,HR Data Analyst/Scientist,-1.0,-1,Other,-1,-1,-1,58,93 
1610,Data Analyst III,3.6, 5000 , Private,Staffing & Outsourcing, 500 M ,Experis,58,93 
1611,German Speaking Data Analyst J,4.8, 50 , Private,Consulting,Less than 1 M ,-1,58,93 
1612,Senior Data Analyst Data Warehouse Consultant,2.6, 50 ,Other,IT Services,Unknown / Non-Applicable,-1,58,93 
